text,target
"@USUARIO @USUARIO Chinga tu madre, Ahí no llegabas ni con esta mentada de madre",1
@USUARIO Cuál arruga kyc prro🤦🏼‍♀️,1
"Todas las ardidas de que no las pelaron, siempre <URL>",0
"Que feo comer una mínima boludes y ya subir 20 kilos, estoy re gorda😣😥",0
@USUARIO “Te veías más chichona en los vídeos.”,0
Quisiera vomitar todo lo gorda que estoy,0
PUTA MADRE PINCE PROFE ESTUPIDO,1
"Jajaja ya sabemos a que equipo le va éste administrador, o eres otra de las putas de Pulido?",1
Policía Municipal detiene a un taxista y a su cómplice por robar una casa #hdp #Agsmx,0
Ahora sí ando bien cansado jaja pero eso no me quita las ganas de desflemar la verga  🤣😈 descansen #Sextwitteros,0
"Tendré que ir sola porque no tengo amig@ ni a nadie a quien decirle que me acompañe JAAJJA LOS ODIO,PUTOS.",1
"Igual que siempre, el dinero tarda en llegar, pero a su puta madre como va corriendo de nuestra billetera y nuestras tarjetas de nomina xD <URL>",0
que puto asco de personas :/  se dicen ser tus amigos !!,1
Porque mierda no puedo ser lo suficientemente hdp en ciertas ocasiones de mi vida,0
No puede ser y ahora quien me va a poner el “Putos todos” 😭😭😭,0
"@USUARIO @USUARIO @USUARIO Que bueno que golfa y prostituta no son palabras de odio , entonces serán de amabilidad... Gente piense de veras antes de hablar",0
Pues a mi me gusta más los fics que no son gip :v no estoy tan loca jajajaja,0
Puro joto decadente con Sidral en la cola pide  #UberIceCream 😐👆,1
Oh yoyoyoyoyo yo  El que no brinque es  Wuilo maricon !!!,0
Las canciones más perronas se escriben cuando más estás valiendo verga.,0
Que pex con el Atlántico!!!!????? Esa madre naturaleza anda algo enojada. Espero toda la gente del Caribe atienda la alerta y se proteja.,0
O a menos que pierdas sus tupper! Ahí sí ya te cargó la chingada! 😂,0
"Ojalá al puñal de Eduardo Yáñez la televisora le meta la demanda de su vida para que le bajen lo drogadicto, alcohólico e HDP",1
A ESTOS PUTOS (que nos brindaron apoyo logístico durante el conflicto bélico de Malvinas) LES TENEMOS QUE GANAR...🎶,1
Pues ve al doctor Que te hagan un chequeo medico Date cuenta que pesas 89 putos kilos a tus 17 años y t…,0
lógica de morra ridicula: “si la hago de pedo por nada y soy inmamable quiere decir que estoy loca”,0
Mamando verga de este papi hetero delicioso #mamada #travesti #crossdresser,0
"Pues x q el Jaguar es sexy, tiene mirada de mata putos, sus tatuajes le van muy bien y tiene un bell…",0
Quién es esa loca que va bailando como loca en el tráfico?  🌟,0
@USUARIO @USUARIO @USUARIO @USUARIO @USUARIO Q poca madre y la gente te valio rosario no pues el ser humano que eres sin como razón ni ahumada té quiso,1
"@USUARIO @USUARIO Jajaja pinche presidente HABLADOR, si ya todo el dinero que donaron ya se lo clavó el wey y lo repartió a sus putos amiguitos rateros",1
Ya puedo ser mamá luchona 😇☺,0
Como le hace para tener permisos todos los putos fines de semana!!,0
Según la perra loca los pedos del país son por la corrupción. @USUARIO @USUARIO @USUARIO,1
@USUARIO @USUARIO Lo mejor fue el C MAMUT jajaja cagado de risa,0
"Papito, que rica verga, quisiera tenerla en mi boca para deslecharla",0
Me sirve más limpiar mis lentes con papel de baño que con esos putos trapos especiales que venden.,0
Enpublican hoy información de la reunión de la CIDH,0
Adivinen quien mariquita estaba viendo parte del 7/27 tour Barcelona del 14/10/16 y termino llorando.. si esta mariquita 😭😭😭😭,0
veronicalderon Siguen vivas porque estan bien pinches feas,1
Las mentiras universales: 1. Una y nos vamos.  2. No vuelvo a tomar (cuando andas hasta la madre de crudo),0
"Seas mamón pinshe Maty ,ya con ir vestido así de ridículo a trabajar es motivo de ponerle unos vergazos",1
"Ahora sí, FN se mamó en el inventario de Sviatoslav Richter.",0
"Vergaa neta me caga que todos los pinches años empiezan a mamar con los mismos tweets de mi POBRE angelito, o sea va cambienle porfa",0
Mi compañera de Metodología tuvo dos putas semanas para joderme con la tarea y justo hoy me empieza a chingar. No mames. 😒,0
@USUARIO Ya nadie usa esa madre más que los adolescentes #TenemosPericos,0
Guarda silencio payaso y ve a depilarte las cejas. No olvides tus cremas viriles para tu cutis. ¡Maricón!,1
Taxista hot se deja agarrar la verga mientras habla con su esposa,0
Igual que tu te lucras de las mierdas de wismichu metiendo 20 putos anuncion en el video. Venga no me jodas,0
Estoy condenado a ver las fotos en bolas de ese cabrón en todos putos lados :(,0
Que decias inútil de mierda? A MAMAR @USUARIO,1
"Esos foráneos que se sienten locales, mátense a la verga plox.",1
JAJAJAJAJA HASTA CREEN QUE EL DINERO DEL PREMIO NOBEL VA DESTINADO A CONTINUAR CON INVESTIGACIÓN Y NO A PUTAS Y DROGAS.,0
"Oye, he estado buscándote Oye debe haber un demonio entre nosotros o putas en mi cabeza.",0
"Chica sexy y nalgona, excelente compañía, excelente servicio de lujo. #putas #Chihuahua |",0
pinche programacion madriada y oo unico bueno lo cortab perros pendejos y sabeb que putos putisimos hijos de su puta madre,1
"@USUARIO @USUARIO @USUARIO jajajaaa hasta eso,creo que no estoy tan pendejuela. No la he cagado aún(no necesitaba los ejemplos) pero quisiera ver las libretas de otros",0
"La diferencia la haces tu, al esforzarte, al no conformarte y a partirte la madre día a día intentando superarte. Fácil ? Claro que no.",0
"#antojodeldía Chongos zamoranos, si, ¡CHONGOS ZAMORANOS!😳 ¿dónde putas encuentro chongos zamoranos es en #SanLuisPotosí?",0
"#LaMuerteMeDijoQue Deje de andar mamando palo, porque jamás la voy a conocer, cuando ella llegue ya no voy a estar.🍷",0
Otra muestra de misógina y violencia contra las mujeres en xoz de @USUARIO COPRED_CDMX <URL>,0
Que caliente me puso la verga mi nuevo lubricante que me vine cogiendo y me quedaron ganas de seguírmela jalando,0
Si fui tan valiente para decirte que me gustas porque verga no lo voy a ser para meter unos taquitos de canasta al cine,0
"Perra madre, me acabo de enchilar el ojo.  😩😩😩",0
Nada como ir a dormir con el reconfortante sentimiento de que valgo pura verga,0
"@USUARIO Por quien de todos los putos empezaría ? Yo por el pendejo mayor, baboso alucinado, mi mascota y además cínico jajajaja si @USUARIO",0
"@USUARIO @USUARIO @USUARIO @USUARIO @USUARIO Ardida, nunca en tu vida te moverías asi por que estas bien cerda. 🙊",1
"Amigos hasta para ser “joto” se necesitan huevos, y un chingo.",1
"Amigos, este puto baño es la mamada de todo hombre. Pinche espejo enorme. If you know what i mean.",0
Pinche puta madre como me caga empezar el día así,0
Soy muy joto men le tengo miedo a los ratones y las ratas es lo unico que le tengo miedo en la vida  XD,0
¿Cómo se atreve esta mujer cuestionar la genialidad de García Márquez? Memoria de mis Putas tristes es una joya. |,0
"Siempre ando mamando que quiero ir al cine y ahora que tengo que ir, no quiero 😂",0
"Ay por favor, la tradición del Rotoplás de agua loca era norma desde que yo era estudiante, y miren que eso no fue…",0
Esa incapacidad por paternidad es lo más inútil que he escuchado en mi vida parecen viejas pinches putos,1
Me siento como luchona cargando mi Trooper Box en el metrobus.,0
"Si una vez dije que te amaba hoy lo sostengo, y alentarte con esta gente y con esta hinchada que está re loca! #Chivas",0
"Mi vida ya había valido verga desde que no germinó mi frijol, en su frasco de Gerber, cuando iba en primaria.",0
Me encantan las fiestas de pueblo me RECAGAN los putos cuetes.,0
¿Fue Milton quien acoso y pidió besos a la gorda esa en el Uber?,0
Se apendejo pero no era para tanto!! Doña Lucha no se tenía que ir 💔 #MasterChefMx,0
"@USUARIO , esta cagado el perrito 😀 <URL>",0
mi escuela a veces tiene reglas tan tontas que me sorprende que sigan teniendo alumnos :(,0
Confieso que me da 🐻 ser blanca porque está asociado con cosas feas que no me representan. Entiendo el privilegio y por eso me da vergüenza.,0
"No sé por qué se les dificulta tanto el ""reported speech""?🤔Llevamos 3 putas semanas viéndolo y siguen haciéndolo mal😅🤔 No se aplican chavos!",0
"Está mal tachar a las feministas de nazis, pero neta es la infografía más pendeja que he leído.",0
Ummmm q hermoso culote q puedo hacer para meterle la verga?,0
🆕*AGOSTO 28*: El guapo @USUARIO recibe en su delicioso culo la enorme verga de nuestro guapo @USUARIO🍆🤤…,0
Me da un assssco cuando putos ancianos te acosan en la calle. Cómo si todavía se les parara pendejos! ✊,1
"vale madres. si con 140 veía las letras chiquitas, con #280caracteres no veo ni madres",0
Bueno ya que solo valgo verga me tatuare tu nombre para valer verga el resto de mi puta vida,0
"Me confundo, no sé si me gusta más estar en la escuela o en la casa. Las dos están de la verga.",0
Mañana tengo examen y no he estudiado ni madre :(,0
"La esquina de @USUARIO ... @USUARIO ,maestros de @USUARIO  no mamar invencible",0
Sigo sin dejar de pensar en la pinche arruga que me encontré hoy ... 😩,0
"Si decir ""ella me besó a mi, yo no quería"" los hace más hombrecitos, déjenme decirles que ""QUE PUTOS"". Fin del comu…",0
"@USUARIO Jajaja  aparte de tonta , fea. Ha de creerse lo que los marchantes les dicen en el tianguis .",1
Mañana mando a la verga todo; hoy me voy a dar el lujo de estar triste un rato.,0
En ese momento en donde te bloquean de todas las redes sin ningún motivo y de pronto zaz vuelve a aparecer jajaja que #maricon,0
"@USUARIO y como ciudadanos que podemos hacer yo ya estoy hasta la madre de todo esto y no me salgan con que en las urnas, hay que actuar",0
Estoy hasta la puta madre que todo lo malo me pase a mi.,0
Ya dejen de mamar con coco y el Día de muertos. Si no lo saca Disney ustedes valiendo verga como siempre para hoy y mañana.,0
"Manda dm bro, tengo mucho por cambiar",0
Quiero tener contigo una noche loca con derecho a desayuno,0
Y ya estabas de joto llorando ..! Ahí no puede ser el mundial sin messi y ronaldo,1
"Asco es ver a dos hombres tragandose ,eso sí da asco ,no mamen pinche putos.",1
"A dormir emputado gracias al puto juego de mierda de EA Sports puto juego de mierda mal hecho de cagada, me cago en sus putos muertos. 🖕🏻✊🏻",0
Ira la gorda asquerosa jajajaja y aún así se atreve a criticar,1
"@USUARIO Para mi, mi abuelita es mi absoluta madre.",0
Se ven bien feas diciendo maldiciones amigas 🙁,0
"Ya dejen de mamadas con el disfraz de Frida Sofía, si no les indigna lo que hace el Gobierno con el pueblo, dejen de mamar.",0
"NO ZORRAS, ZORRITAS🦊, COCODRILAS🐊, PUTAS, PUTITAS, VIBORAS🐍, NI TARANTULAS🕷️🕸️",0
"Ahora si te la mamaste :p pero se respeta tu opinión. Tambien quien sabe en que plan ibas, o que esperabas. A mi me encantó",0
"Por qué putas participo para el boleto, me quitó mi oportunidad 😡😡😡",0
"Si vas a dejar que tu auto se estacione solo, de una vez asegúrate de usar las zapatillas adecuadas, Marica!!",1
"Q hdp joe, y q suerte tiene encontrarse $100 en la calle xq no los vi antea yo 😫😂👊",1
"Esto de venir a la oficina sin bra, es lo mejor del PUTO  mundo",0
"Estos HDP llevan años robando, eso dijeron  hace 4 y nada /PGJ, tras colombianos que lideran robo a casa-habitación",1
"@USUARIO Insistes en seguir diciendo pendejadas. Senil, ignorante, parasito. Pronte trabajar y dejar de mamar dinero de nuestros impuestos. Rata",1
Ya vez por juntarme contigo ya piensan que soy joto! &gt;:V,0
"Quien besara tu boca, esa boca loca, que yo me quisiera comer... 🎵🎵",0
A falta de verga???....pues un bat de los q utilizan para checar las llantas,0
"Cuando hay ganas, con que me salga la verga del pantalon es suficiente para dartela toda.",0
Pague infracciones del bmw... y lo lleve a verificar 😐 esta vida loca! 😢😢,0
"Mente, deja de pensar cosas tan feas porque estás pesadillas no me están gustando.",0
"No colega, no las conozco ¿me las podría compartir?. Uta, ya para ese momento, sabía que la había cagado. Contesté para cagarla aún más:",0
ESTOY HASTA LA PUTA MADRE DE QUE TODAS LAS COSAS DE STAR WARS ESTÉN BIEN PUTAS CARAS,0
"Soy de esos románticos que cuando voy rápido les grito: ""Muévanse putas tortugas de mierda"" pero cuando me rebasan digo: ¿Mucha prisa puto?😕",0
"Vamos a repetir juntos: que una mujer o un hombre digan ""verga"" o cualquier otra ""grosería"" es igual de grosero, amigos. NO CAMBIA NADA.",0
Debería ser legal masacrar a pinches niños QUE LLORAN EN EL TRANSPORTE A LAS PUTAS 9:00 DE LA MAÑANA... ¡VERGA!,1
"Ah ya escuché que es un puto niño maricon llorando porque su papá le quitó sus juguetes, eso pasa cuando no educas bien a tus hijos...",1
Esta gorda sigue con su novio imaginario.,0
ANDREA @USUARIO #escort en #Tonalá id:2601 Visitame en #Skorto:,0
@USUARIO Así señores por eso tantos huracanes sólo avisaban que cosas feas venían jajaaja pero esto es una peli de terror,0
Soy tan gorda que me despertó el olor a pozole 😂,0
Tu madre es muy gorda,1
"@USUARIO Ahora si que atrevida es la ignorancia. Si, la belleza es subjetiva pero por Dios, hay parámetros. Mancha de feas ridículas!",1
Hoy es viernes de ser un cabron y darle verga a los putos como lo pidan! @HotelMazatlan_,0
"@USUARIO Tienes razón, es pura pinche delincuente, culeras, feas y con depresión por no tener un cabron o cabrona que las quiera. Están de la verga",1
"Decían que los putos indios iban a barrer a Nueva York... jajajaja y DE MILAGRO vamos de regreso a Cleveland, ya deberían estar eliminados!",1
@USUARIO pues feo no es 🙊#MasterChefMx,0
"La netflix si me pone sad porqué soy bien marica, pero come popo, Paola.",0
"Chalupas, pelonas :v, chiles en nogada, pozole y muchas garnachas, ahora soy más gorda.☹😂",0
"A mi ya me mató desde hace 2 años en Cd. Carmen con sus putas reformas, ahora tengo que hablar inglés en mi propio país para trabajar !",0
"La empatia de la  madre la lleva a co-enamorarse del hombre a quien la hija ama, lo cual...lleva a contraer formas graves de neurosis.Freud",0
Caliente con ganas de mamar pies y verga quien quiere ?,0
"""Oh si, @USUARIO  se preguntaba, pero ya sabe que @USUARIO está loca y que le ama 🎶"" :3",0
Yo bien tonta gaste en suscribirme al canal + de BTS en V live pensando que tenía que hacerlo para ver el comeback,0
"Las buenas noches se dan, no se arruinan, hijo de tu puta madre.",1
"que verga con esos hombres que ocupan la opinión de su mamá hasta para ir a cagar, MUÉRETE O ALGO ASÍ",1
estoy votando como loca desde clases lpm tengo más nervios que la atención que le presto a profe chau,0
"Las bromas tontas siempre han ofendido, la diferencia es que antes era en la intimidad de la sobremesa, ahora se evidencia la ignorancia.",0
"Y esa mamada de dibujos, serán código para que me hostigue la jauría rusa, a mí me la pelan",0
"Es puñal,  su viejo era el sr telenovela,  jajajaja",1
"Generalmente recuerdo a la gente por alguna canción en especial, inclusive personas que en mi vida vale verga.",0
"@USUARIO Y como pinches no! Sí con una plaza de 42 horas la dividen en 8, así en chinga hacen tantos empleos “formales”. HDP.",1
Hice mucho para “rescatar” lo que con dos putas palabras hiciste mierda,0
Cuando ya liberaron los 280 caracteres pero nos encanta estar mamando.,0
Qué putos nervios. No puedo dormir. Waaaaaaaaa. 😣😣😣😣😣😣😣😣😣,0
"A mí no novio, deberías aclarar nuestra situación luego cada pinche loca que no te supera sigue mamando, gracias.",0
es un joto señor jajaja y su vestimenta de mujer jajaja,1
"Ah verda putos, que creían que Mauricio sentaba cabeza en puro chacal o que ?",1
Se le arrugó al maricon del chicharo!! Pecho frió joto !!! No puedes andar pidiendo permisos ante estos juegos !!,1
Lo que mandan en mi Grupo de Whatsapp.... Quien quiere grabarse conmigo... Obvio yo mamando verga,0
Estar en el servicio con puro vato friki está bien cagado jajajaja.,0
🎄🎄Ahora sí voy a poder mamar diario diciendo que ya será Navidad 🎄🎄,0
La concha de tu madre @USUARIO están desperdiciando a Nakamura hijos de la remil putas.,1
Nos dejamos ir como gorda en tobogán!! 😱🎉🎊,0
Todos los días tengo que llegar a un lugar donde una gorda pseudoprofesionista me está observando y analizado porque no le gusta que opine.,1
"Soy una mamada, me caigo bien gorda",0
"Me caes más gorda de lo que estás, imagínate.",1
Estoy loca por los gatos #Ilovecats #cats #gatos 😍😻❤,0
@USUARIO Jajaja a huevo!! Che Rogelia que se vaya a la que le gusta...LA BERGA,1
"@USUARIO @USUARIO GENTE TONTA MEDIOCRE IGNORANTE INEPTA CAMBIELOS SI ES NECESARIO""JGVM",1
"""Cuando te llamaron llorona, pobre, gorda o loca y te convirtieron en una desconocida, bebíste su ácido y lo ocultaste""",0
"Putos los que no fueron a ayudar en el temblor, al chile yo si fui a remover los escombros a la condesa y hasta una pinche laptop y un Iphone me encontre y mi carnalito el Jonathan se trajo una pantalla.",1
Lo de los Dreamers me vale verga....... A mi ellos nunca me ayudaron con los abonos de Coppel.,0
"Cinco jóvenes chocaron y provocaron la muerte de un conductor, en Eje 3 Oriente y Mariquita Sánchez",0
"Iba caminando por la calle, y se escucho una risa, eche la carrera como loca, pense que me iban a asaltar. Voltee y no habia nadie.",0
"México el país más bello en naturaleza, y lo mejor su gente noble, humana y solidaria... Luchona... ¡¡¡Viva México !!! 🇲🇽 #vivamexico",0
Yo no puedo creer la foto que subió juanpi que hdp,1
hola pinche putita así que te gustan grandes que no te quepan en la boca maldita puta,1
Todos mamando con Gorillaz y yo queriendo ver a Amandititita.,0
@USUARIO @USUARIO Es una mentada de madre,0
"Recuerdo el día en el que te besé, yo estaba loca pero tú también, todo brillaba, tus ojos, tu pelo...🎶",0
"Como cada año va a estar el clima de la verga para mi cumpleaños.  Gracias vida, no mms.",0
Vamos a beber el fin o qué pedo? Le digo al puñal de tu hermano y que se arme.,0
Uy estoy en las mismas solo dos putas horas 😭 pero yo si iré,0
"Mentira que por ""putas"" las asesinan, también a las que son  ""esposas y madres perfectas"". No hay espacios seguros para las mujeres.",0
"Podemos ser putas si queremos, o recatadas; mamás, o nada; astronautas o hasta hombres; y el que diga que no, que se siente a ver cómo sí. 💅",0
Le parece gracioso ir acosando a una mujer en la calle puto Ruco de mierda 3 putas cuadras teniendo que soportar sus asquerosidades,1
"@USUARIO En mis 20 años de vida tu música ha sido apoyo de mi madre y mío en cada etapa, por más dura que sea. Gracias.",0
Ya no va Holanda al mundial 😂 ¡Karma putos! #NoEraPenal,1
El Travieso Arce pensando en remontar y nunca hace ni madre 🤦🏻#YaSaquenlo #ExatlonMx,0
Alguien que me diga que putas significa AOC please 😓,0
"Díganme loca, pero ese hombre me prende con solo verlo!!",0
A quien chingados le importa lo que haga aldo de nigris y sus putos equipos chafas?,1
Cómo me encanta la verdad q me den así no me lleno de verga  además quiero panocha para chupar también alguna pareja <URL>,0
Aquí llorando en el puto baño de la Ford. #cosasrandom,0
Dónde putas está Charlie Hunnam??? 🤔 Espero por el bien de la humanidad que aparezca en esta ptm!! 😤😭,0
No seas pendejo. ¿Y si te mueres mañana?¿Te vas a quedar con las putas ganas?,0
"@USUARIO Super luchona y determinada, te confundes con facilidad, abierta a nuevas ideas, platillo favorito elotes, num de la suerte 1",0
sí te pienso de vez en cuando y hasta te llego a extrañar pero la neta chingas a tu madre 🙂,1
"Ando tragando camote y no se que pedo, así que díganme ¿qué Putas debe pasar para que quede fuera #Argentina y podamos burlarnos?",0
@USUARIO Vas y rechingas a tu madre cada que te lata el corazón.,1
"@USUARIO @USUARIO La neta, pinche viejo Nefasto, no somos los unicos @USUARIO que nos caga el puto @USUARIO de MariCON. mi @USUARIO  sapbeeeeeeeeeeee",1
mi madre la he tirado de Loca xq hay doctores q le han dicho q la fibro no existe q es mental soy una basura ?,0
"Goey! No dormir ni poquito por el dolor de brakets neta hasta de pinches malas te pone, que verga mundo, neta que verga. 🤙🏼😡😡😡😡",0
Que cabrones!!!!!! Yo están desahogándome con mis amigas de que ya no iban a subir video llorando como loc…,0
Vivo a 6 cuadras del tec y estacione a 3. !puto lunes!,0
@USUARIO Que coma reata.  Pero de camote envenada,1
"otra vez las putas gomitas de los audífonos, me urgen los de Black Mirror",0
"@USUARIO @USUARIO La pobreza es cabrona, mai frend, no es por mala onda. Yo nomás me compré ese libro. Hahahaha .",0
@USUARIO Que puto problema tienes con mis gustos musicales puta,1
"Que como decía mi madre, bailando todo se arregla ...💃🏼💃🏼😃 siempre hay que encontrarle lo bueno a la vida 😃 #FelizMiercoles  🌺",0
Los sonámbulos... Del “Espíritu Animal” y la Loca Academia del Nobel: Jesús Delgado #DigitalMex  vía DigitalMexP Vía DigitalMexP,0
#PurasCosasMaravillosasgracias por tremenda velada! Pienso y siento y ahora creo. Aquí mi aportación…,0
"Pues nos hubiera salido mejor que se fuera de putas, como su padre.",0
WTF??? Universitarios de Guanajuato festejan con 500 litros de “agua loca” y terminan intoxicados,0
Gorda nivel: no puedo dormir por estar pensando en las sabritas adobadas que hay en la cocina.,0
"lo bueno que mis compañeros me harán fuerte, o le pediré a la prieta de mi amiga.",1
"❤ Si podría ser el amor de tu vida pero digo la palabra ""verga"" y pues alv.",0
Bien hecho. El gobierno de Puebla da soluciones tontas y queda en ridículo 😣😣 <URL>,0
"Jajajajaja pena debería de tener al hablar bien de ese tronco.... ni chicharito ni Jiménez, ellos valen un kilo de verga",1
"No es cierto, ya ni los feos son buenos malditos hdp.",1
Me siento bendecida con tontas fotos de camila y verla tan feliz con los fans me llena el corazón de calidez 😊😊,0
nel tan bailando regeton o lambada no me acuerdo jajajaj el ingles parece marica el argentino parece arrabalero jajajasj,0
Entrenle putos  Hay estaré dándoles pito a los que entren Aunque no lo jugaré pero ahí voy a estar nadamás de mamón,1
A dormir! Ya me di en la madre!,0
que putas te pasa con tu chingado name o lo q sea JAJAJA,1
Que putas vergas hace ahí Alanís si era bien PENDEJO,1
DEJEN DE CORTAR TODOS LOS PUTOS DIRECTOS O LO SIGUIENTE QUE CORTE SERA SU PUTO CUELLO,0
"Seguro gastando los moches recibidos para callarles el hocico y no ladraran, bola de hdp",1
"¿ Y a ti,perra estúpida  te va a cargar la verga o qué hacías en mis sueños..?",1
Jajajajajajaja perros se los va a llevar la ver putos @USUARIO,1
No hay mayor mamá más  luchona y cabrona que Cristiano Ronaldo ☝ #halamadrid,0
Ya mi culo está cerradito así que está listo para recibir verga,0
@USUARIO @USUARIO Valiente? Defendiendo a la HDP de Mamá Rosa?? No es más que basura intelectual y encima priista de closet,1
Estoy más que puesto quiero mamar esos ricos pezones cuando me este cabalgando,0
"Jajaja pues ya casi se nos acaba octubre y ni sus luces, así que tal vez y no está tan loca la idea",0
"MMARICA TUUU, MARICA YOOOO, MARICA TUUU, MARIACA HAHA!!! XD neh, mentira... 7u7 jeje :p",0
Ojalá prepararme 200 expressos me alterara los pinches nervios y me quitara estas putas ganas de quedarme sentada esperándote.,0
Suelo enamorarme en los últimos meses del año para que en los primeros me rompan mi madre. Como que ya me estoy tardando.,0
@USUARIO @USUARIO Una fuente ardida no es confiable #MonrealAlacran,0
"Muy luchando por los derechos con su lenguaje incluyente, pero a todos y todas les valemos verga los izquierdos. Gente con doble moral :'(",0
Baje mil kilos y me siento gorda #CaritaTriste,0
"Díganle a @USUARIO que pare de mamar verga con tus tweets, me deprime.  Gracias #alvlavida.",1
Esta es la calidad informativa de LaSexta en función de la ideas políticas de las víctimas. Pasen y lean...,0
@USUARIO Yo le hubiera soltado un vergazo en la cara para reventarle esos lentes al marica 😡,1
"Supongo que yo seré una loca para ellas, alguien que no quiere cumplir con su papel de mujer buena.",0
"Ya está la tercera temporada de gotham en netflix, a la verga tercerito 💚",0
#Ripiggy fuisre un perro hdp pero al final mostraste tu valia,1
No lleves a tu vieja que te sale lo joto JAJAJAJA,1
"Gritos, risas, llanto y mentadas de madre.  Bendito #MetroCDMX  😫",0
GOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOL DE MEXICO PUTOS.,0
"@USUARIO @USUARIO @USUARIO A palabras necias y tontas oídos sordos,Ignoralos erika",0
Mi peor miedo y asco.. los instagrams de las actrisillas de televisa y TV Azteca de 12 años que parecen putas de 35  que forma de dañarse,1
"Qué fácil le decimos a alguien gorda, joto, naco, puta, etcétera. Y qué fácil olvidamos cuanto cabemos en una de estas absurdas categorías.",0
Que les parece la verga del chavo del #Corinthians? La comerias? 😍  #FutbolDeMachos,0
Jajaja te la mamaste con hijas de su madre xD YA OYERON ARMY!! A VOTAR!!,0
validada - XIMENA - 2228070012 ¡Soy tu niña ideal!  voy super limpia visto juvenil casual todo bonito &amp; coqueto,0
"Jamás te vayas a dormir triste o enojado, duerme con una sonrisa y ten en mente esto: “Valió madre este día, pero mañana será diferente”.",0
Y hoy diplomado hasta las 9:00 pm y yo loca por irme a mi casa 😖,0
"Mmmm... ya van a empezar a mamar que si mejor 140 caracteres, que mal gusto los 280... bla bla bla.",0
"@USUARIO @USUARIO y si este #hermano #HDP @USUARIO Tuyo ;se queda en #PANAMÁ ? El  🐷 d #JAVIDU sonreía en #GUATEMALA , estaría mejor allá",1
"A mi tambien me bloqueo el eliminado Vargas, ni aguanta nada el joto 😂😂",0
"Clima de la verga, trafico de la chingada por todos lados, gente caótica estos son los estragos de que @USUARIO no halla cogido  🌩",1
PARA QUÉ CHINGADOS TRAEN CELULAR SI NO VAN A CONTESTAR LOS PUTOS MENSAJES Y LLAMADAS? 😡😡,0
@USUARIO HIJO DE TERRORISTA Y ASALTANTE DE BANCOS.  CAFIOLO E HDP!!!,1
"@USUARIO ¿Quieres escuchar la historia o no, hijo de tu puta madre?",1
"@USUARIO Exacto wee, ""matan"" a tu novia y desapareces ""por tu imagen"". Ojalá lo agarren ya al hdp",1
"Thor Ragnarok me gustó muchísimo, y no sé si es por que no soy fan de Marvel, o por que puedo disfrutar de las cosas sin andar mamando... 🤣",0
"Chingas tú, chingo yo. Chinga tu madre.",0
Me pondria a mamarles el culo alas dos y luego las pongo a mamar mi verga juntas,0
"A estas personas no se les puede decir mexicanos, por culpa de ellos tienen feas referencias de nosotros en el mundo. <URL>",0
GOOOOOOOOOOOOOOOOOOOOOOOOOOOL PUTOS AMANTES DE LA PUCHA DE JOTO Y DE LA VERGA LLENA DE ESMEGMA PUTAS PERRRRRAS CON CUERNOS,1
Una pintura ecuestre de romance gay en proceso.,0
"JAJAJAJAJJAJA COLCHA DE POBRE, CHINGA TU MADRE TRUMP!  *Se lleva 3😌",1
@USUARIO Que lo registró en la calle Lealtad para acabarla de chiflar 🤦🏻‍♀️,0
Pero sacaron a Raúl hijos de su puta madre se echaron para atrás puto juego mediocre @USUARIO todos ustedes son un cáncer @USUARIO,1
"Si quieren donar ropa (en buen estado no putos harapos) para Morelos, Puebla y Oaxaca ponganse en contacto con @USUARIO 😈",0
Yo solita me doy en la madre al ver esas cosas.😔,0
Ahora ya todos los que odiaban a los animales antes aman a frida por moda no? pinches putas hipocritas 😡😡,1
Que joto se ve un hombre tomando tequila con refresco de toronja,0
Si tuviera una maquina del tiempo la usaría para decirle a la popular de la primaria que se va a poner gorda.,0
Quiero pensar que estoy menos gorda que hace un mes.,0
"Necesito de mi Yo-interesada, que le encuentre un defecto a ese niño antes de irme como gorda en tobogán.",0
"Me causa una reacción rarísima acordarme lo tonta que estuve por ciertas personas. O sea, es bonito pero qué chingados. 🤷🏼🙄",0
"Una niña hizo que me guste y luego me mandó a la vrg, que hago? :(",0
"Yo estoy gorda pero se q ropa va de acuerdo a mi cuerpo, hay q aceptar la realidad, no te pongas ropa de delgada cuando estas pasada d peso",0
"Según la flaca, estoy loca, soy peligrosa y un gato es más seguro que yo.",0
Solo a las más putas les gusta las alitas y la cerveza.,1
"@USUARIO Las feas también tienen su corazoncito y mientras sepan dan unas ricas mamadas de verga, lo demás es … <URL>",0
Cuando te pones caliente en el salón y te vale verga Jaja,0
Donde esta el puto maricon del @USUARIO #ChileSinMundial,1
JAJAJA!! No mamar!! ¿Gustan un Coctel? Seguro @USUARIO pide el extra gigante!!,0
"Obviamente ya se vendió, porque como que hay gente re marica que no quiere ir!! ¬¬ jaja",0
"Ni RHCP, ni Aterciopelados; hoy mil putos contratos.... Ahhhhh pero quieres ser don vergas no? 🙄",0
"Hoy, 20 (PUTOS) días después del #19S el @USUARIO empezará a visitar los albergues.",0
Sé que esta semana he estado valiendo mucha madre porque ningún día me he podido levantar para ir al gym.,0
Putos nacos. ¿Por qué invaden el carril del Mexibus? Me cagan!,1
Gio Dos Santos dejó bien ardida a Belinda.,0
